sku_id,week_start,channel,qty,data_provenance
YGC-PER-0001,2024-07-06,general_trade,1237.13,synthetic
YGC-PER-0001,2024-07-13,modern_trade,1156.98,synthetic
YGC-PER-0001,2024-07-20,general_trade,2849.47,synthetic
YGC-PER-0001,2024-07-27,modern_trade,2922.68,synthetic
YGC-PER-0001,2024-08-03,quick_commerce,3208.33,synthetic
YGC-PER-0001,2024-08-10,modern_trade,3007.04,synthetic
YGC-PER-0001,2024-08-17,modern_trade,2737.12,synthetic
YGC-PER-0001,2024-08-24,general_trade,2614.79,synthetic
YGC-PER-0001,2024-08-31,quick_commerce,2796.56,synthetic
YGC-PER-0001,2024-09-07,quick_commerce,2754.62,synthetic
YGC-PER-0001,2024-09-14,general_trade,2594.87,synthetic
YGC-PER-0001,2024-09-21,horeca,2559.52,synthetic
YGC-PER-0001,2024-09-28,quick_commerce,2532.74,synthetic
YGC-PER-0001,2024-10-05,modern_trade,2325.92,synthetic
YGC-PER-0001,2024-10-12,quick_commerce,2492.85,synthetic
YGC-PER-0001,2024-10-19,horeca,2392.87,synthetic
YGC-PER-0001,2024-10-26,modern_trade,2363.78,synthetic
YGC-PER-0001,2024-11-02,general_trade,2157.23,synthetic
YGC-PER-0001,2024-11-09,general_trade,2285.65,synthetic
YGC-PER-0001,2024-11-16,horeca,2115.25,synthetic
YGC-PER-0001,2024-11-23,modern_trade,2119.53,synthetic
YGC-PER-0001,2024-11-30,general_trade,2321.79,synthetic
YGC-PER-0001,2024-12-07,general_trade,2191.79,synthetic
YGC-PER-0001,2024-12-14,horeca,2047.96,synthetic
YGC-PER-0001,2024-12-21,modern_trade,1880.35,synthetic
YGC-PER-0001,2024-12-28,quick_commerce,1932.36,synthetic
YGC-PER-0001,2025-01-04,horeca,1796.88,synthetic
YGC-PER-0001,2025-01-11,quick_commerce,1722.88,synthetic
YGC-PER-0001,2025-01-18,horeca,1721.46,synthetic
YGC-PER-0001,2025-01-25,modern_trade,1582.89,synthetic
YGC-PER-0001,2025-02-01,general_trade,1518.54,synthetic
YGC-PER-0001,2025-02-08,quick_commerce,1581.68,synthetic
YGC-PER-0001,2025-02-15,general_trade,1523.02,synthetic
YGC-PER-0001,2025-02-22,quick_commerce,1394.37,synthetic
YGC-PER-0001,2025-03-01,horeca,1369.49,synthetic
YGC-PER-0001,2025-03-08,quick_commerce,1495.19,synthetic
YGC-PER-0001,2025-03-15,general_trade,1444.08,synthetic
YGC-PER-0001,2025-03-22,quick_commerce,1307.75,synthetic
YGC-PER-0001,2025-03-29,general_trade,1207.12,synthetic
YGC-PER-0001,2025-04-05,general_trade,4179.68,synthetic
YGC-PER-0001,2025-04-12,general_trade,4430.14,synthetic
YGC-PER-0001,2025-04-19,modern_trade,4215.58,synthetic
YGC-PER-0001,2025-04-26,general_trade,4549.61,synthetic
YGC-PER-0001,2025-05-03,horeca,4648.88,synthetic
YGC-PER-0001,2025-05-10,general_trade,4243.94,synthetic
YGC-PER-0001,2025-05-17,quick_commerce,3872.4,synthetic
YGC-PER-0001,2025-05-24,quick_commerce,4036.75,synthetic
YGC-PER-0001,2025-05-31,quick_commerce,7660.9,synthetic
YGC-PER-0001,2025-06-07,modern_trade,8330.96,synthetic
YGC-PER-0001,2025-06-14,general_trade,8527.99,synthetic
YGC-PER-0001,2025-06-21,quick_commerce,7759.92,synthetic
YGC-PER-0001,2025-06-28,modern_trade,7870.96,synthetic
YGC-PER-0001,2025-07-05,general_trade,8575.36,synthetic
YGC-PER-0001,2025-07-12,modern_trade,8203.95,synthetic
YGC-PER-0001,2025-07-19,modern_trade,8829.3,synthetic
YGC-PER-0001,2025-07-26,modern_trade,8336.7,synthetic
YGC-PER-0001,2025-08-02,horeca,8574.49,synthetic
YGC-PER-0001,2025-08-09,general_trade,8688.03,synthetic
YGC-PER-0001,2025-08-16,quick_commerce,8544.8,synthetic
YGC-PER-0001,2025-08-23,quick_commerce,7931.55,synthetic
YGC-PER-0001,2025-08-30,quick_commerce,8567.45,synthetic
YGC-PER-0001,2025-09-06,general_trade,8708.33,synthetic
YGC-PER-0001,2025-09-13,quick_commerce,9113.61,synthetic
YGC-PER-0001,2025-09-20,modern_trade,9868.9,synthetic
YGC-PER-0001,2025-09-27,quick_commerce,10372.46,synthetic
YGC-PER-0001,2025-10-04,general_trade,10005.58,synthetic
YGC-PER-0001,2025-10-11,horeca,10994.53,synthetic
YGC-PER-0001,2025-10-18,quick_commerce,11445.65,synthetic
YGC-PER-0001,2025-10-25,horeca,11214.32,synthetic
YGC-PER-0001,2025-11-01,quick_commerce,33181.69,synthetic
YGC-PER-0001,2025-11-08,general_trade,30909.81,synthetic
YGC-PER-0001,2025-11-15,modern_trade,31815.75,synthetic
YGC-PER-0001,2025-11-22,general_trade,29108.09,synthetic
YGC-PER-0001,2025-11-29,general_trade,31569.36,synthetic
YGC-PER-0001,2025-12-06,horeca,31517.95,synthetic
YGC-PER-0001,2025-12-13,horeca,30798.59,synthetic
YGC-PER-0001,2025-12-20,quick_commerce,57732.0,synthetic
YGC-PER-0001,2025-12-27,general_trade,52825.35,synthetic
YGC-PER-0001,2026-01-03,quick_commerce,57129.93,synthetic
YGC-PER-0001,2026-01-10,horeca,51941.21,synthetic
YGC-PER-0001,2026-01-17,modern_trade,53131.29,synthetic
YGC-PER-0001,2026-01-24,quick_commerce,48930.81,synthetic
YGC-PER-0001,2026-01-31,general_trade,53346.79,synthetic
YGC-PER-0001,2026-02-07,quick_commerce,53465.86,synthetic
YGC-PER-0001,2026-02-14,horeca,52207.17,synthetic
YGC-PER-0001,2026-02-21,horeca,48504.68,synthetic
YGC-PER-0001,2026-02-28,general_trade,155580.37,synthetic
YGC-PER-0001,2026-03-07,quick_commerce,145793.92,synthetic
YGC-PER-0001,2026-03-14,general_trade,134956.12,synthetic
YGC-PER-0001,2026-03-21,horeca,143286.65,synthetic
YGC-PER-0001,2026-03-28,horeca,150830.23,synthetic
YGC-PER-0001,2026-04-04,horeca,151874.47,synthetic
YGC-PER-0001,2026-04-11,quick_commerce,152386.88,synthetic
YGC-PER-0001,2026-04-18,horeca,154567.73,synthetic
YGC-PER-0001,2026-04-25,horeca,163015.64,synthetic
YGC-PER-0001,2026-05-02,quick_commerce,164352.65,synthetic
YGC-PER-0001,2026-05-09,horeca,158320.62,synthetic
YGC-PER-0001,2026-05-16,quick_commerce,142852.14,synthetic
YGC-PER-0001,2026-05-23,horeca,146884.81,synthetic
YGC-PER-0001,2026-05-30,horeca,146541.45,synthetic
YGC-PER-0001,2026-06-06,horeca,146606.77,synthetic
YGC-PER-0001,2026-06-13,quick_commerce,158120.15,synthetic
YGC-PER-0001,2026-06-20,horeca,170113.45,synthetic
YGC-PER-0001,2026-06-27,modern_trade,168505.75,synthetic
YGC-PER-0002,2024-07-06,modern_trade,834.91,synthetic
YGC-PER-0002,2024-07-13,horeca,753.61,synthetic
YGC-PER-0002,2024-07-20,general_trade,704.0,synthetic
YGC-PER-0002,2024-07-27,quick_commerce,662.39,synthetic
YGC-PER-0002,2024-08-03,horeca,600.3,synthetic
YGC-PER-0002,2024-08-10,quick_commerce,638.14,synthetic
YGC-PER-0002,2024-08-17,general_trade,662.88,synthetic
YGC-PER-0002,2024-08-24,horeca,600.49,synthetic
YGC-PER-0002,2024-08-31,modern_trade,610.38,synthetic
YGC-PER-0002,2024-09-07,modern_trade,639.64,synthetic
YGC-PER-0002,2024-09-14,quick_commerce,1555.04,synthetic
YGC-PER-0002,2024-09-21,quick_commerce,1497.3,synthetic
YGC-PER-0002,2024-09-28,general_trade,1410.94,synthetic
YGC-PER-0002,2024-10-05,horeca,1361.37,synthetic
YGC-PER-0002,2024-10-12,quick_commerce,1276.71,synthetic
YGC-PER-0002,2024-10-19,horeca,1272.37,synthetic
YGC-PER-0002,2024-10-26,modern_trade,1194.85,synthetic
YGC-PER-0002,2024-11-02,modern_trade,1306.88,synthetic
YGC-PER-0002,2024-11-09,horeca,1433.82,synthetic
YGC-PER-0002,2024-11-16,horeca,1427.71,synthetic
YGC-PER-0002,2024-11-23,general_trade,1362.2,synthetic
YGC-PER-0002,2024-11-30,horeca,1306.57,synthetic
YGC-PER-0002,2024-12-07,quick_commerce,1248.75,synthetic
YGC-PER-0002,2024-12-14,modern_trade,1365.58,synthetic
YGC-PER-0002,2024-12-21,modern_trade,1455.71,synthetic
YGC-PER-0002,2024-12-28,modern_trade,1367.45,synthetic
YGC-PER-0002,2025-01-04,quick_commerce,3398.23,synthetic
YGC-PER-0002,2025-01-11,quick_commerce,3600.36,synthetic
YGC-PER-0002,2025-01-18,horeca,3293.09,synthetic
YGC-PER-0002,2025-01-25,horeca,3223.73,synthetic
YGC-PER-0002,2025-02-01,modern_trade,2949.46,synthetic
YGC-PER-0002,2025-02-08,quick_commerce,2668.54,synthetic
YGC-PER-0002,2025-02-15,general_trade,2740.65,synthetic
YGC-PER-0002,2025-02-22,horeca,2509.41,synthetic
YGC-PER-0002,2025-03-01,quick_commerce,2348.77,synthetic
YGC-PER-0002,2025-03-08,general_trade,2368.11,synthetic
YGC-PER-0002,2025-03-15,general_trade,2215.22,synthetic
YGC-PER-0002,2025-03-22,horeca,2434.98,synthetic
YGC-PER-0002,2025-03-29,horeca,2363.85,synthetic
YGC-PER-0002,2025-04-05,modern_trade,2136.76,synthetic
YGC-PER-0002,2025-04-12,general_trade,1944.88,synthetic
YGC-PER-0002,2025-04-19,horeca,1926.64,synthetic
YGC-PER-0002,2025-04-26,quick_commerce,1859.87,synthetic
YGC-PER-0002,2025-05-03,modern_trade,1841.08,synthetic
YGC-PER-0002,2025-05-10,modern_trade,1732.65,synthetic
YGC-PER-0002,2025-05-17,modern_trade,1576.08,synthetic
YGC-PER-0002,2025-05-24,general_trade,1544.55,synthetic
YGC-PER-0002,2025-05-31,modern_trade,1550.55,synthetic
YGC-PER-0002,2025-06-07,modern_trade,1468.64,synthetic
YGC-PER-0002,2025-06-14,general_trade,1321.91,synthetic
YGC-PER-0002,2025-06-21,modern_trade,3911.99,synthetic
YGC-PER-0002,2025-06-28,modern_trade,4154.5,synthetic
YGC-PER-0002,2025-07-05,modern_trade,4464.86,synthetic
YGC-PER-0002,2025-07-12,quick_commerce,4727.47,synthetic
YGC-PER-0002,2025-07-19,quick_commerce,4546.05,synthetic
YGC-PER-0002,2025-07-26,quick_commerce,4909.88,synthetic
YGC-PER-0002,2025-08-02,modern_trade,5028.46,synthetic
YGC-PER-0002,2025-08-09,general_trade,5125.67,synthetic
YGC-PER-0002,2025-08-16,modern_trade,5088.72,synthetic
YGC-PER-0002,2025-08-23,horeca,11265.41,synthetic
YGC-PER-0002,2025-08-30,horeca,10615.71,synthetic
YGC-PER-0002,2025-09-06,horeca,10327.65,synthetic
YGC-PER-0002,2025-09-13,horeca,10349.38,synthetic
YGC-PER-0002,2025-09-20,general_trade,9422.8,synthetic
YGC-PER-0002,2025-09-27,modern_trade,10321.86,synthetic
YGC-PER-0002,2025-10-04,horeca,10889.4,synthetic
YGC-PER-0002,2025-10-11,modern_trade,10684.65,synthetic
YGC-PER-0002,2025-10-18,modern_trade,10858.23,synthetic
YGC-PER-0002,2025-10-25,modern_trade,11503.93,synthetic
YGC-PER-0002,2025-11-01,horeca,11398.41,synthetic
YGC-PER-0002,2025-11-08,general_trade,10696.71,synthetic
YGC-PER-0002,2025-11-15,horeca,10777.49,synthetic
YGC-PER-0002,2025-11-22,quick_commerce,10706.57,synthetic
YGC-PER-0002,2025-11-29,horeca,11392.4,synthetic
YGC-PER-0002,2025-12-06,general_trade,10924.92,synthetic
YGC-PER-0002,2025-12-13,general_trade,23881.42,synthetic
YGC-PER-0002,2025-12-20,quick_commerce,23832.68,synthetic
YGC-PER-0002,2025-12-27,quick_commerce,24717.8,synthetic
YGC-PER-0002,2026-01-03,general_trade,63218.6,synthetic
YGC-PER-0002,2026-01-10,horeca,61905.06,synthetic
YGC-PER-0002,2026-01-17,quick_commerce,60653.49,synthetic
YGC-PER-0002,2026-01-24,horeca,62606.59,synthetic
YGC-PER-0002,2026-01-31,general_trade,56609.64,synthetic
YGC-PER-0002,2026-02-07,quick_commerce,56891.19,synthetic
YGC-PER-0002,2026-02-14,modern_trade,57340.43,synthetic
YGC-PER-0002,2026-02-21,general_trade,57561.83,synthetic
YGC-PER-0002,2026-02-28,general_trade,62985.83,synthetic
YGC-PER-0002,2026-03-07,general_trade,64281.26,synthetic
YGC-PER-0002,2026-03-14,horeca,63616.32,synthetic
YGC-PER-0002,2026-03-21,horeca,57853.6,synthetic
YGC-PER-0002,2026-03-28,quick_commerce,62264.77,synthetic
YGC-PER-0002,2026-04-04,horeca,67310.38,synthetic
YGC-PER-0002,2026-04-11,horeca,73213.9,synthetic
YGC-PER-0002,2026-04-18,general_trade,73276.29,synthetic
YGC-PER-0002,2026-04-25,horeca,72781.23,synthetic
YGC-PER-0002,2026-05-02,quick_commerce,75742.42,synthetic
YGC-PER-0002,2026-05-09,quick_commerce,81531.93,synthetic
YGC-PER-0002,2026-05-16,horeca,89430.6,synthetic
YGC-PER-0002,2026-05-23,modern_trade,81261.14,synthetic
YGC-PER-0002,2026-05-30,horeca,88369.73,synthetic
YGC-PER-0002,2026-06-06,quick_commerce,84444.17,synthetic
YGC-PER-0002,2026-06-13,modern_trade,84318.02,synthetic
YGC-PER-0002,2026-06-20,modern_trade,86557.81,synthetic
YGC-PER-0002,2026-06-27,modern_trade,85208.54,synthetic
YGC-PER-0003,2024-07-06,horeca,134.19,synthetic
YGC-PER-0003,2024-07-13,general_trade,123.31,synthetic
YGC-PER-0003,2024-07-20,modern_trade,131.44,synthetic
YGC-PER-0003,2024-07-27,modern_trade,123.84,synthetic
YGC-PER-0003,2024-08-03,general_trade,133.83,synthetic
YGC-PER-0003,2024-08-10,quick_commerce,138.31,synthetic
YGC-PER-0003,2024-08-17,modern_trade,140.41,synthetic
YGC-PER-0003,2024-08-24,horeca,129.27,synthetic
YGC-PER-0003,2024-08-31,quick_commerce,116.89,synthetic
YGC-PER-0003,2024-09-07,modern_trade,111.33,synthetic
YGC-PER-0003,2024-09-14,general_trade,122.16,synthetic
YGC-PER-0003,2024-09-21,horeca,121.04,synthetic
YGC-PER-0003,2024-09-28,horeca,117.44,synthetic
YGC-PER-0003,2024-10-05,quick_commerce,121.79,synthetic
YGC-PER-0003,2024-10-12,quick_commerce,127.29,synthetic
YGC-PER-0003,2024-10-19,horeca,117.4,synthetic
YGC-PER-0003,2024-10-26,general_trade,108.68,synthetic
YGC-PER-0003,2024-11-02,modern_trade,188.04,synthetic
YGC-PER-0003,2024-11-09,horeca,183.86,synthetic
YGC-PER-0003,2024-11-16,horeca,187.43,synthetic
YGC-PER-0003,2024-11-23,horeca,193.29,synthetic
YGC-PER-0003,2024-11-30,horeca,482.52,synthetic
YGC-PER-0003,2024-12-07,general_trade,1149.49,synthetic
YGC-PER-0003,2024-12-14,general_trade,1164.93,synthetic
YGC-PER-0003,2024-12-21,horeca,1192.49,synthetic
YGC-PER-0003,2024-12-28,horeca,1208.23,synthetic
YGC-PER-0003,2025-01-04,modern_trade,1157.36,synthetic
YGC-PER-0003,2025-01-11,general_trade,1073.13,synthetic
YGC-PER-0003,2025-01-18,quick_commerce,975.47,synthetic
YGC-PER-0003,2025-01-25,general_trade,1003.72,synthetic
YGC-PER-0003,2025-02-01,horeca,1003.12,synthetic
YGC-PER-0003,2025-02-08,quick_commerce,1061.51,synthetic
YGC-PER-0003,2025-02-15,horeca,1161.23,synthetic
YGC-PER-0003,2025-02-22,quick_commerce,1274.78,synthetic
YGC-PER-0003,2025-03-01,modern_trade,1151.0,synthetic
YGC-PER-0003,2025-03-08,horeca,1058.84,synthetic
